shipment_id,order_id,carrier_name,dispatch_date,promised_delivery_date,actual_delivery_date
SHP-ORD-03852,ORD-03852,FedEx,2025-10-10,2025-10-15,2025-10-15
SHP-ORD-03853,ORD-03853,DHL,2025-10-10,2025-10-15,2025-10-16
SHP-ORD-03854,ORD-03854,FedEx,2025-10-10,2025-10-15,2025-10-15
SHP-ORD-03855,ORD-03855,FedEx,2025-10-10,2025-10-15,2025-10-17
SHP-ORD-03856,ORD-03856,FedEx,2025-10-10,2025-10-15,2025-10-17
SHP-ORD-03857,ORD-03857,Carrier B,2025-10-10,2025-10-15,2025-10-16
SHP-ORD-03858,ORD-03858,DHL,2025-10-10,2025-10-15,2025-10-16
SHP-ORD-03859,ORD-03859,FedEx,2025-10-10,2025-10-15,2025-10-17
SHP-ORD-03860,ORD-03860,DHL,2025-10-10,2025-10-15,2025-10-16
SHP-ORD-03861,ORD-03861,Carrier B,2025-10-10,2025-10-15,2025-10-17
SHP-ORD-03862,ORD-03862,DHL,2025-10-10,2025-10-15,2025-10-17
SHP-ORD-03863,ORD-03863,Carrier B,2025-10-10,2025-10-15,2025-10-17
SHP-ORD-03864,ORD-03864,FedEx,2025-10-10,2025-10-15,2025-10-17
SHP-ORD-03865,ORD-03865,Carrier B,2025-10-10,2025-10-15,2025-10-17
SHP-ORD-03866,ORD-03866,DHL,2025-10-10,2025-10-15,2025-10-16
SHP-ORD-03867,ORD-03867,FedEx,2025-10-10,2025-10-15,2025-10-15
SHP-ORD-03868,ORD-03868,DHL,2025-10-10,2025-10-15,2025-10-16
SHP-ORD-03869,ORD-03869,Carrier B,2025-10-10,2025-10-15,2025-10-16
SHP-ORD-03870,ORD-03870,DHL,2025-10-10,2025-10-15,2025-10-16
SHP-ORD-03871,ORD-03871,DHL,2025-10-10,2025-10-15,2025-10-17
SHP-ORD-03872,ORD-03872,FedEx,2025-10-10,2025-10-15,2025-10-15
SHP-ORD-03873,ORD-03873,DHL,2025-10-10,2025-10-15,2025-10-17
SHP-ORD-03874,ORD-03874,FedEx,2025-10-10,2025-10-15,2025-10-17
SHP-ORD-03875,ORD-03875,FedEx,2025-10-11,2025-10-16,2025-10-16
SHP-ORD-03876,ORD-03876,DHL,2025-10-11,2025-10-16,2025-10-18
SHP-ORD-03877,ORD-03877,Carrier B,2025-10-11,2025-10-16,2025-10-17
SHP-ORD-03878,ORD-03878,DHL,2025-10-11,2025-10-16,2025-10-18
SHP-ORD-03879,ORD-03879,FedEx,2025-10-11,2025-10-16,2025-10-16
SHP-ORD-03880,ORD-03880,DHL,2025-10-11,2025-10-16,2025-10-16
SHP-ORD-03881,ORD-03881,Carrier B,2025-10-11,2025-10-16,2025-10-16
SHP-ORD-03882,ORD-03882,DHL,2025-10-11,2025-10-16,2025-10-16
SHP-ORD-03883,ORD-03883,DHL,2025-10-11,2025-10-16,2025-10-16
SHP-ORD-03884,ORD-03884,Carrier B,2025-10-11,2025-10-16,2025-10-18
SHP-ORD-03885,ORD-03885,DHL,2025-10-11,2025-10-16,2025-10-16
SHP-ORD-03886,ORD-03886,FedEx,2025-10-11,2025-10-16,2025-10-16
SHP-ORD-03887,ORD-03887,FedEx,2025-10-11,2025-10-16,2025-10-16
SHP-ORD-03888,ORD-03888,Carrier B,2025-10-11,2025-10-16,2025-10-17
SHP-ORD-03889,ORD-03889,DHL,2025-10-11,2025-10-16,2025-10-17
SHP-ORD-03890,ORD-03890,FedEx,2025-10-11,2025-10-16,2025-10-16
SHP-ORD-03891,ORD-03891,DHL,2025-10-11,2025-10-16,2025-10-18
SHP-ORD-03892,ORD-03892,DHL,2025-10-11,2025-10-16,2025-10-17
SHP-ORD-03893,ORD-03893,Carrier B,2025-10-11,2025-10-16,2025-10-17
SHP-ORD-03894,ORD-03894,FedEx,2025-10-11,2025-10-16,2025-10-17
SHP-ORD-03895,ORD-03895,DHL,2025-10-12,2025-10-17,2025-10-17
SHP-ORD-03896,ORD-03896,Carrier B,2025-10-12,2025-10-17,2025-10-19
SHP-ORD-03897,ORD-03897,FedEx,2025-10-12,2025-10-17,2025-10-19
SHP-ORD-03898,ORD-03898,FedEx,2025-10-12,2025-10-17,2025-10-18
SHP-ORD-03899,ORD-03899,Carrier B,2025-10-12,2025-10-17,2025-10-18
SHP-ORD-03900,ORD-03900,DHL,2025-10-12,2025-10-17,2025-10-17
SHP-ORD-03901,ORD-03901,DHL,2025-10-12,2025-10-17,2025-10-18
SHP-ORD-03902,ORD-03902,DHL,2025-10-12,2025-10-17,2025-10-19
SHP-ORD-03903,ORD-03903,FedEx,2025-10-12,2025-10-17,2025-10-18
SHP-ORD-03904,ORD-03904,Carrier B,2025-10-12,2025-10-17,2025-10-19
SHP-ORD-03905,ORD-03905,FedEx,2025-10-12,2025-10-17,2025-10-18
SHP-ORD-03906,ORD-03906,FedEx,2025-10-12,2025-10-17,2025-10-17
SHP-ORD-03907,ORD-03907,FedEx,2025-10-12,2025-10-17,2025-10-19
SHP-ORD-03908,ORD-03908,FedEx,2025-10-12,2025-10-17,2025-10-18
SHP-ORD-03909,ORD-03909,Carrier B,2025-10-12,2025-10-17,2025-10-19
SHP-ORD-03910,ORD-03910,DHL,2025-10-12,2025-10-17,2025-10-19
SHP-ORD-03911,ORD-03911,Carrier B,2025-10-12,2025-10-17,2025-10-18
SHP-ORD-03912,ORD-03912,DHL,2025-10-13,2025-10-18,2025-10-19
SHP-ORD-03913,ORD-03913,DHL,2025-10-13,2025-10-18,2025-10-18
SHP-ORD-03914,ORD-03914,DHL,2025-10-13,2025-10-18,2025-10-19
SHP-ORD-03915,ORD-03915,Carrier B,2025-10-13,2025-10-18,2025-10-19
SHP-ORD-03916,ORD-03916,DHL,2025-10-13,2025-10-18,2025-10-19
SHP-ORD-03917,ORD-03917,FedEx,2025-10-13,2025-10-18,2025-10-20
SHP-ORD-03918,ORD-03918,FedEx,2025-10-13,2025-10-18,2025-10-19
SHP-ORD-03919,ORD-03919,FedEx,2025-10-13,2025-10-18,2025-10-20
SHP-ORD-03920,ORD-03920,DHL,2025-10-13,2025-10-18,2025-10-18
SHP-ORD-03921,ORD-03921,Carrier B,2025-10-13,2025-10-18,2025-10-20
SHP-ORD-03922,ORD-03922,FedEx,2025-10-13,2025-10-18,2025-10-19
SHP-ORD-03923,ORD-03923,FedEx,2025-10-13,2025-10-18,2025-10-20
SHP-ORD-03924,ORD-03924,FedEx,2025-10-13,2025-10-18,2025-10-19
SHP-ORD-03925,ORD-03925,DHL,2025-10-13,2025-10-18,2025-10-18
SHP-ORD-03926,ORD-03926,FedEx,2025-10-13,2025-10-18,2025-10-19
SHP-ORD-03927,ORD-03927,FedEx,2025-10-13,2025-10-18,2025-10-19
SHP-ORD-03928,ORD-03928,FedEx,2025-10-14,2025-10-19,2025-10-21
SHP-ORD-03929,ORD-03929,DHL,2025-10-14,2025-10-19,2025-10-19
SHP-ORD-03930,ORD-03930,DHL,2025-10-14,2025-10-19,2025-10-21
SHP-ORD-03931,ORD-03931,DHL,2025-10-14,2025-10-19,2025-10-19
SHP-ORD-03932,ORD-03932,FedEx,2025-10-14,2025-10-19,2025-10-19
SHP-ORD-03933,ORD-03933,DHL,2025-10-14,2025-10-19,2025-10-19
SHP-ORD-03934,ORD-03934,FedEx,2025-10-14,2025-10-19,2025-10-20
SHP-ORD-03935,ORD-03935,FedEx,2025-10-14,2025-10-19,2025-10-19
SHP-ORD-03936,ORD-03936,DHL,2025-10-14,2025-10-19,2025-10-19
SHP-ORD-03937,ORD-03937,FedEx,2025-10-14,2025-10-19,2025-10-21
SHP-ORD-03938,ORD-03938,DHL,2025-10-14,2025-10-19,2025-10-21
SHP-ORD-03939,ORD-03939,FedEx,2025-10-14,2025-10-19,2025-10-20
SHP-ORD-03940,ORD-03940,FedEx,2025-10-14,2025-10-19,2025-10-19
SHP-ORD-03941,ORD-03941,Carrier B,2025-10-15,2025-10-20,2025-10-21
SHP-ORD-03942,ORD-03942,DHL,2025-10-15,2025-10-20,2025-10-21
SHP-ORD-03943,ORD-03943,DHL,2025-10-15,2025-10-20,2025-10-21
SHP-ORD-03944,ORD-03944,Carrier B,2025-10-15,2025-10-20,2025-10-21
SHP-ORD-03945,ORD-03945,DHL,2025-10-15,2025-10-20,2025-10-22
SHP-ORD-03946,ORD-03946,DHL,2025-10-15,2025-10-20,2025-10-20
SHP-ORD-03947,ORD-03947,DHL,2025-10-15,2025-10-20,2025-10-22
SHP-ORD-03948,ORD-03948,FedEx,2025-10-15,2025-10-20,2025-10-20
SHP-ORD-03949,ORD-03949,FedEx,2025-10-15,2025-10-20,2025-10-21
SHP-ORD-03950,ORD-03950,DHL,2025-10-15,2025-10-20,2025-10-22
SHP-ORD-03951,ORD-03951,FedEx,2025-10-15,2025-10-20,2025-10-20
SHP-ORD-03952,ORD-03952,FedEx,2025-10-15,2025-10-20,2025-10-20
SHP-ORD-03953,ORD-03953,FedEx,2025-10-15,2025-10-20,2025-10-22
SHP-ORD-03954,ORD-03954,FedEx,2025-10-15,2025-10-20,2025-10-20
SHP-ORD-03955,ORD-03955,FedEx,2025-10-15,2025-10-20,2025-10-20
SHP-ORD-03956,ORD-03956,FedEx,2025-10-15,2025-10-20,2025-10-20
SHP-ORD-03957,ORD-03957,FedEx,2025-10-15,2025-10-20,2025-10-22
SHP-ORD-03958,ORD-03958,FedEx,2025-10-15,2025-10-20,2025-10-22
SHP-ORD-03959,ORD-03959,DHL,2025-10-15,2025-10-20,2025-10-21
SHP-ORD-03960,ORD-03960,FedEx,2025-10-16,2025-10-21,2025-10-23
SHP-ORD-03961,ORD-03961,Carrier B,2025-10-16,2025-10-21,2025-10-23
SHP-ORD-03962,ORD-03962,Carrier B,2025-10-16,2025-10-21,2025-10-21
SHP-ORD-03963,ORD-03963,DHL,2025-10-16,2025-10-21,2025-10-23
SHP-ORD-03964,ORD-03964,DHL,2025-10-16,2025-10-21,2025-10-23
SHP-ORD-03965,ORD-03965,FedEx,2025-10-16,2025-10-21,2025-10-23
SHP-ORD-03966,ORD-03966,FedEx,2025-10-16,2025-10-21,2025-10-21
SHP-ORD-03967,ORD-03967,Carrier B,2025-10-16,2025-10-21,2025-10-23
SHP-ORD-03968,ORD-03968,FedEx,2025-10-16,2025-10-21,2025-10-22
SHP-ORD-03969,ORD-03969,Carrier B,2025-10-16,2025-10-21,2025-10-23
SHP-ORD-03970,ORD-03970,DHL,2025-10-16,2025-10-21,2025-10-21
SHP-ORD-03971,ORD-03971,FedEx,2025-10-16,2025-10-21,2025-10-23
SHP-ORD-03972,ORD-03972,DHL,2025-10-16,2025-10-21,2025-10-23
SHP-ORD-03973,ORD-03973,DHL,2025-10-17,2025-10-22,2025-10-22
SHP-ORD-03974,ORD-03974,FedEx,2025-10-17,2025-10-22,2025-10-23
SHP-ORD-03975,ORD-03975,FedEx,2025-10-17,2025-10-22,2025-10-22
SHP-ORD-03976,ORD-03976,DHL,2025-10-17,2025-10-22,2025-10-22
SHP-ORD-03977,ORD-03977,DHL,2025-10-17,2025-10-22,2025-10-24
SHP-ORD-03978,ORD-03978,FedEx,2025-10-17,2025-10-22,2025-10-22
SHP-ORD-03979,ORD-03979,FedEx,2025-10-17,2025-10-22,2025-10-24
SHP-ORD-03980,ORD-03980,Carrier B,2025-10-17,2025-10-22,2025-10-24
SHP-ORD-03981,ORD-03981,DHL,2025-10-17,2025-10-22,2025-10-24
SHP-ORD-03982,ORD-03982,DHL,2025-10-17,2025-10-22,2025-10-22
SHP-ORD-03983,ORD-03983,Carrier B,2025-10-17,2025-10-22,2025-10-24
SHP-ORD-03984,ORD-03984,FedEx,2025-10-17,2025-10-22,2025-10-22
SHP-ORD-03985,ORD-03985,DHL,2025-10-17,2025-10-22,2025-10-24
SHP-ORD-03986,ORD-03986,Carrier B,2025-10-17,2025-10-22,2025-10-24
SHP-ORD-03987,ORD-03987,DHL,2025-10-18,2025-10-23,2025-10-24
SHP-ORD-03988,ORD-03988,FedEx,2025-10-18,2025-10-23,2025-10-23
SHP-ORD-03989,ORD-03989,FedEx,2025-10-18,2025-10-23,2025-10-24
SHP-ORD-03990,ORD-03990,DHL,2025-10-18,2025-10-23,2025-10-23
SHP-ORD-03991,ORD-03991,FedEx,2025-10-18,2025-10-23,2025-10-24
SHP-ORD-03992,ORD-03992,Carrier B,2025-10-18,2025-10-23,2025-10-24
SHP-ORD-03993,ORD-03993,FedEx,2025-10-18,2025-10-23,2025-10-24
SHP-ORD-03994,ORD-03994,FedEx,2025-10-18,2025-10-23,2025-10-25
SHP-ORD-03995,ORD-03995,FedEx,2025-10-18,2025-10-23,2025-10-24
SHP-ORD-03996,ORD-03996,DHL,2025-10-18,2025-10-23,2025-10-24
SHP-ORD-03997,ORD-03997,Carrier B,2025-10-19,2025-10-24,2025-10-25
SHP-ORD-03998,ORD-03998,DHL,2025-10-19,2025-10-24,2025-10-25
SHP-ORD-03999,ORD-03999,Carrier B,2025-10-19,2025-10-24,2025-10-24
SHP-ORD-04000,ORD-04000,FedEx,2025-10-19,2025-10-24,2025-10-26
SHP-ORD-04001,ORD-04001,FedEx,2025-10-19,2025-10-24,2025-10-25
SHP-ORD-04002,ORD-04002,Carrier B,2025-10-19,2025-10-24,2025-10-24
SHP-ORD-04003,ORD-04003,Carrier B,2025-10-19,2025-10-24,2025-10-24
SHP-ORD-04004,ORD-04004,Carrier B,2025-10-19,2025-10-24,2025-10-25
SHP-ORD-04005,ORD-04005,DHL,2025-10-19,2025-10-24,2025-10-26
SHP-ORD-04006,ORD-04006,FedEx,2025-10-19,2025-10-24,2025-10-26
SHP-ORD-04007,ORD-04007,FedEx,2025-10-19,2025-10-24,2025-10-26
SHP-ORD-04008,ORD-04008,Carrier B,2025-10-19,2025-10-24,2025-10-25
SHP-ORD-04009,ORD-04009,FedEx,2025-10-19,2025-10-24,2025-10-24
SHP-ORD-04010,ORD-04010,FedEx,2025-10-19,2025-10-24,2025-10-26
SHP-ORD-04011,ORD-04011,DHL,2025-10-19,2025-10-24,2025-10-26
SHP-ORD-04012,ORD-04012,FedEx,2025-10-19,2025-10-24,2025-10-26
SHP-ORD-04013,ORD-04013,Carrier B,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04014,ORD-04014,FedEx,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04015,ORD-04015,DHL,2025-10-20,2025-10-25,2025-10-26
SHP-ORD-04016,ORD-04016,DHL,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04017,ORD-04017,DHL,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04018,ORD-04018,DHL,2025-10-20,2025-10-25,2025-10-26
SHP-ORD-04019,ORD-04019,FedEx,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04020,ORD-04020,DHL,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04021,ORD-04021,DHL,2025-10-20,2025-10-25,2025-10-26
SHP-ORD-04022,ORD-04022,DHL,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04023,ORD-04023,FedEx,2025-10-20,2025-10-25,2025-10-27
SHP-ORD-04024,ORD-04024,FedEx,2025-10-20,2025-10-25,2025-10-26
SHP-ORD-04025,ORD-04025,FedEx,2025-10-20,2025-10-25,2025-10-26
SHP-ORD-04026,ORD-04026,DHL,2025-10-20,2025-10-25,2025-10-27
SHP-ORD-04027,ORD-04027,FedEx,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04028,ORD-04028,Carrier B,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04029,ORD-04029,DHL,2025-10-20,2025-10-25,2025-10-26
SHP-ORD-04030,ORD-04030,DHL,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04031,ORD-04031,Carrier B,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04032,ORD-04032,FedEx,2025-10-20,2025-10-25,2025-10-26
SHP-ORD-04033,ORD-04033,Carrier B,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04034,ORD-04034,DHL,2025-10-20,2025-10-25,2025-10-26
SHP-ORD-04035,ORD-04035,Carrier B,2025-10-20,2025-10-25,2025-10-25
SHP-ORD-04036,ORD-04036,Carrier B,2025-10-20,2025-10-25,2025-10-27
SHP-ORD-04037,ORD-04037,FedEx,2025-10-21,2025-10-26,2025-10-28
SHP-ORD-04038,ORD-04038,FedEx,2025-10-21,2025-10-26,2025-10-28
SHP-ORD-04039,ORD-04039,DHL,2025-10-21,2025-10-26,2025-10-28
SHP-ORD-04040,ORD-04040,DHL,2025-10-21,2025-10-26,2025-10-26
SHP-ORD-04041,ORD-04041,FedEx,2025-10-21,2025-10-26,2025-10-26
SHP-ORD-04042,ORD-04042,FedEx,2025-10-21,2025-10-26,2025-10-27
SHP-ORD-04043,ORD-04043,FedEx,2025-10-21,2025-10-26,2025-10-26
SHP-ORD-04044,ORD-04044,DHL,2025-10-21,2025-10-26,2025-10-28
SHP-ORD-04045,ORD-04045,Carrier B,2025-10-21,2025-10-26,2025-10-27
SHP-ORD-04046,ORD-04046,DHL,2025-10-21,2025-10-26,2025-10-27
SHP-ORD-04047,ORD-04047,DHL,2025-10-21,2025-10-26,2025-10-26
SHP-ORD-04048,ORD-04048,FedEx,2025-10-21,2025-10-26,2025-10-28
SHP-ORD-04049,ORD-04049,FedEx,2025-10-21,2025-10-26,2025-10-26
SHP-ORD-04050,ORD-04050,DHL,2025-10-21,2025-10-26,2025-10-28
SHP-ORD-04051,ORD-04051,Carrier B,2025-10-21,2025-10-26,2025-10-27
SHP-ORD-04052,ORD-04052,FedEx,2025-10-21,2025-10-26,2025-10-28
SHP-ORD-04053,ORD-04053,DHL,2025-10-21,2025-10-26,2025-10-26
SHP-ORD-04054,ORD-04054,Carrier B,2025-10-21,2025-10-26,2025-10-28
SHP-ORD-04055,ORD-04055,Carrier B,2025-10-21,2025-10-26,2025-10-28
SHP-ORD-04056,ORD-04056,FedEx,2025-10-21,2025-10-26,2025-10-27
SHP-ORD-04057,ORD-04057,FedEx,2025-10-21,2025-10-26,2025-10-26
SHP-ORD-04058,ORD-04058,FedEx,2025-10-21,2025-10-26,2025-10-28
SHP-ORD-04059,ORD-04059,DHL,2025-10-21,2025-10-26,2025-10-27
SHP-ORD-04060,ORD-04060,Carrier B,2025-10-21,2025-10-26,2025-10-27
SHP-ORD-04061,ORD-04061,FedEx,2025-10-21,2025-10-26,2025-10-26
SHP-ORD-04062,ORD-04062,FedEx,2025-10-21,2025-10-26,2025-10-28
SHP-ORD-04063,ORD-04063,Carrier B,2025-10-22,2025-10-27,2025-10-29
SHP-ORD-04064,ORD-04064,DHL,2025-10-22,2025-10-27,2025-10-29
SHP-ORD-04065,ORD-04065,Carrier B,2025-10-22,2025-10-27,2025-10-28
SHP-ORD-04066,ORD-04066,FedEx,2025-10-22,2025-10-27,2025-10-27
SHP-ORD-04067,ORD-04067,DHL,2025-10-22,2025-10-27,2025-10-27
SHP-ORD-04068,ORD-04068,FedEx,2025-10-22,2025-10-27,2025-10-29
SHP-ORD-04069,ORD-04069,FedEx,2025-10-22,2025-10-27,2025-10-28
SHP-ORD-04070,ORD-04070,DHL,2025-10-22,2025-10-27,2025-10-28
SHP-ORD-04071,ORD-04071,FedEx,2025-10-22,2025-10-27,2025-10-27
SHP-ORD-04072,ORD-04072,FedEx,2025-10-22,2025-10-27,2025-10-28
SHP-ORD-04073,ORD-04073,Carrier B,2025-10-22,2025-10-27,2025-10-28
SHP-ORD-04074,ORD-04074,FedEx,2025-10-22,2025-10-27,2025-10-27
SHP-ORD-04075,ORD-04075,DHL,2025-10-22,2025-10-27,2025-10-29
SHP-ORD-04076,ORD-04076,FedEx,2025-10-23,2025-10-28,2025-10-29
SHP-ORD-04077,ORD-04077,Carrier B,2025-10-23,2025-10-28,2025-10-29
SHP-ORD-04078,ORD-04078,FedEx,2025-10-23,2025-10-28,2025-10-30
SHP-ORD-04079,ORD-04079,DHL,2025-10-23,2025-10-28,2025-10-28
SHP-ORD-04080,ORD-04080,FedEx,2025-10-23,2025-10-28,2025-10-30
SHP-ORD-04081,ORD-04081,DHL,2025-10-23,2025-10-28,2025-10-30
SHP-ORD-04082,ORD-04082,DHL,2025-10-23,2025-10-28,2025-10-29
SHP-ORD-04083,ORD-04083,FedEx,2025-10-23,2025-10-28,2025-10-29
SHP-ORD-04084,ORD-04084,FedEx,2025-10-23,2025-10-28,2025-10-28
SHP-ORD-04085,ORD-04085,Carrier B,2025-10-23,2025-10-28,2025-10-30
SHP-ORD-04086,ORD-04086,Carrier B,2025-10-23,2025-10-28,2025-10-28
SHP-ORD-04087,ORD-04087,FedEx,2025-10-23,2025-10-28,2025-10-28
SHP-ORD-04088,ORD-04088,FedEx,2025-10-23,2025-10-28,2025-10-30
SHP-ORD-04089,ORD-04089,FedEx,2025-10-23,2025-10-28,2025-10-30
SHP-ORD-04090,ORD-04090,FedEx,2025-10-23,2025-10-28,2025-10-30
SHP-ORD-04091,ORD-04091,Carrier B,2025-10-23,2025-10-28,2025-10-29
SHP-ORD-04092,ORD-04092,DHL,2025-10-23,2025-10-28,2025-10-28
SHP-ORD-04093,ORD-04093,DHL,2025-10-23,2025-10-28,2025-10-30
SHP-ORD-04094,ORD-04094,Carrier B,2025-10-23,2025-10-28,2025-10-29
SHP-ORD-04095,ORD-04095,DHL,2025-10-23,2025-10-28,2025-10-30
SHP-ORD-04096,ORD-04096,DHL,2025-10-23,2025-10-28,2025-10-29
SHP-ORD-04097,ORD-04097,FedEx,2025-10-23,2025-10-28,2025-10-29
SHP-ORD-04098,ORD-04098,FedEx,2025-10-23,2025-10-28,2025-10-28
SHP-ORD-04099,ORD-04099,DHL,2025-10-23,2025-10-28,2025-10-30
SHP-ORD-04100,ORD-04100,FedEx,2025-10-24,2025-10-29,2025-10-29
SHP-ORD-04101,ORD-04101,FedEx,2025-10-24,2025-10-29,2025-10-30
SHP-ORD-04102,ORD-04102,FedEx,2025-10-24,2025-10-29,2025-10-31
SHP-ORD-04103,ORD-04103,FedEx,2025-10-24,2025-10-29,2025-10-31
SHP-ORD-04104,ORD-04104,DHL,2025-10-24,2025-10-29,2025-10-30
SHP-ORD-04105,ORD-04105,DHL,2025-10-24,2025-10-29,2025-10-30
SHP-ORD-04106,ORD-04106,FedEx,2025-10-24,2025-10-29,2025-10-31
SHP-ORD-04107,ORD-04107,FedEx,2025-10-24,2025-10-29,2025-10-31
SHP-ORD-04108,ORD-04108,DHL,2025-10-24,2025-10-29,2025-10-30
SHP-ORD-04109,ORD-04109,FedEx,2025-10-24,2025-10-29,2025-10-30
SHP-ORD-04110,ORD-04110,DHL,2025-10-24,2025-10-29,2025-10-31
SHP-ORD-04111,ORD-04111,DHL,2025-10-24,2025-10-29,2025-10-30
SHP-ORD-04112,ORD-04112,FedEx,2025-10-24,2025-10-29,2025-10-30
SHP-ORD-04113,ORD-04113,DHL,2025-10-24,2025-10-29,2025-10-29
SHP-ORD-04114,ORD-04114,DHL,2025-10-24,2025-10-29,2025-10-29
SHP-ORD-04115,ORD-04115,FedEx,2025-10-24,2025-10-29,2025-10-29
SHP-ORD-04116,ORD-04116,FedEx,2025-10-24,2025-10-29,2025-10-31
SHP-ORD-04117,ORD-04117,Carrier B,2025-10-25,2025-10-30,2025-10-31
SHP-ORD-04118,ORD-04118,FedEx,2025-10-25,2025-10-30,2025-10-30
SHP-ORD-04119,ORD-04119,Carrier B,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04120,ORD-04120,DHL,2025-10-25,2025-10-30,2025-10-31
SHP-ORD-04121,ORD-04121,FedEx,2025-10-25,2025-10-30,2025-10-30
SHP-ORD-04122,ORD-04122,FedEx,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04123,ORD-04123,DHL,2025-10-25,2025-10-30,2025-10-31
SHP-ORD-04124,ORD-04124,DHL,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04125,ORD-04125,DHL,2025-10-25,2025-10-30,2025-10-31
SHP-ORD-04126,ORD-04126,Carrier B,2025-10-25,2025-10-30,2025-10-30
SHP-ORD-04127,ORD-04127,Carrier B,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04128,ORD-04128,FedEx,2025-10-25,2025-10-30,2025-10-31
SHP-ORD-04129,ORD-04129,Carrier B,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04130,ORD-04130,Carrier B,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04131,ORD-04131,Carrier B,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04132,ORD-04132,DHL,2025-10-25,2025-10-30,2025-10-31
SHP-ORD-04133,ORD-04133,DHL,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04134,ORD-04134,DHL,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04135,ORD-04135,FedEx,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04136,ORD-04136,Carrier B,2025-10-25,2025-10-30,2025-10-31
SHP-ORD-04137,ORD-04137,FedEx,2025-10-25,2025-10-30,2025-10-30
SHP-ORD-04138,ORD-04138,FedEx,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04139,ORD-04139,Carrier B,2025-10-25,2025-10-30,2025-10-30
SHP-ORD-04140,ORD-04140,FedEx,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04141,ORD-04141,Carrier B,2025-10-25,2025-10-30,2025-11-01
SHP-ORD-04142,ORD-04142,DHL,2025-10-25,2025-10-30,2025-10-30
SHP-ORD-04143,ORD-04143,FedEx,2025-10-26,2025-10-31,2025-11-02
SHP-ORD-04144,ORD-04144,DHL,2025-10-26,2025-10-31,2025-10-31
SHP-ORD-04145,ORD-04145,DHL,2025-10-26,2025-10-31,2025-10-31
SHP-ORD-04146,ORD-04146,DHL,2025-10-26,2025-10-31,2025-10-31
SHP-ORD-04147,ORD-04147,Carrier B,2025-10-26,2025-10-31,2025-11-01
SHP-ORD-04148,ORD-04148,Carrier B,2025-10-26,2025-10-31,2025-11-02
SHP-ORD-04149,ORD-04149,FedEx,2025-10-26,2025-10-31,2025-11-02
SHP-ORD-04150,ORD-04150,FedEx,2025-10-26,2025-10-31,2025-11-02
SHP-ORD-04151,ORD-04151,Carrier B,2025-10-26,2025-10-31,2025-11-02
SHP-ORD-04152,ORD-04152,DHL,2025-10-26,2025-10-31,2025-11-01
SHP-ORD-04153,ORD-04153,FedEx,2025-10-26,2025-10-31,2025-11-01
SHP-ORD-04154,ORD-04154,Carrier B,2025-10-26,2025-10-31,2025-11-02
SHP-ORD-04155,ORD-04155,Carrier B,2025-10-26,2025-10-31,2025-11-02
SHP-ORD-04156,ORD-04156,DHL,2025-10-27,2025-11-01,2025-11-01
SHP-ORD-04157,ORD-04157,DHL,2025-10-27,2025-11-01,2025-11-02
SHP-ORD-04158,ORD-04158,DHL,2025-10-27,2025-11-01,2025-11-03
SHP-ORD-04159,ORD-04159,DHL,2025-10-27,2025-11-01,2025-11-02
SHP-ORD-04160,ORD-04160,Carrier B,2025-10-27,2025-11-01,2025-11-02
SHP-ORD-04161,ORD-04161,Carrier B,2025-10-27,2025-11-01,2025-11-03
SHP-ORD-04162,ORD-04162,DHL,2025-10-27,2025-11-01,2025-11-03
SHP-ORD-04163,ORD-04163,DHL,2025-10-27,2025-11-01,2025-11-01
SHP-ORD-04164,ORD-04164,Carrier B,2025-10-27,2025-11-01,2025-11-02
SHP-ORD-04165,ORD-04165,FedEx,2025-10-27,2025-11-01,2025-11-03
SHP-ORD-04166,ORD-04166,FedEx,2025-10-27,2025-11-01,2025-11-03
SHP-ORD-04167,ORD-04167,Carrier B,2025-10-28,2025-11-02,2025-11-03
SHP-ORD-04168,ORD-04168,FedEx,2025-10-28,2025-11-02,2025-11-04
SHP-ORD-04169,ORD-04169,FedEx,2025-10-28,2025-11-02,2025-11-02
